,browserFamily,deviceCategory,geoCountryName,isMobile,label,lastActionMapId,lastActionType,numberOfEvents,vid,visitRefDomain,TIMESTAMP
198,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,88,5ad0bbf200252a22525d84bc,,1530640830
199,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,38,5ad4e18100252a223ff689d6,,1530640830
200,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,43,5a5264ea00252a224f173947,,1530640830
201,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,13,5a72ec4800252a227df87c1e,google.ie,1530640830
202,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,4,5a861fe900252a2261ec695f,365online.com,1530640830
203,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,29,5a66559500252a22715d0e60,,1530640830
204,Mobile Safari UI/WKWebView,Mobile,Romania,True,True,NO-ACTION,NO-ACTION,91,5adc8b6e00252a2274185c6f,,1530640830
205,IE,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,28,5a93fbd100252a223b17bb53,bing.com,1530640830
206,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,12,5a8c598400252a22229a380e,google.ie,1530640830
207,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,12,5a6214a500252a2241ada794,,1530640830
208,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,31,5ae5d57300252a2275eb97dc,,1530640830
209,Samsung Internet,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,4,5ae3b01300252a227d15626e,google.ie,1530640830
210,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,36,5ae53bfd00252a2231e645c9,,1530640830
211,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5aa1869c00252a224744d6f7,,1530640830
212,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,7,5ae6da5100252a2249434df8,google.ie,1530640830
213,Mobile Safari,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,60,5a4d0fda00252a2268fd5f1b,google.ie,1530640830
214,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5a71cbf100252a223ef78793,,1530640830
215,Firefox,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,12,5a9bdc9500252a2260b4ebcd,,1530640830
216,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,15,5a81e82800252a22099000a9,google.ie,1530640830
217,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,26,5adb99d400252a227cc73204,,1530640830
218,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,4,5a7cb49000252a220fd3f764,google.ie,1530640830
219,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,25,5a57438500252a2235e11bde,,1530640830
220,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a7ab7fe00252a223cc3baf0,,1530640830
221,Edge,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,13,5a7996f300252a224c49691f,google.ie,1530640830
222,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a8ed65f00252a222a2ff5b2,,1530640830
223,Mobile Safari,Mobile,Ireland,True,False,cjawivamo545707qylvkasw8v,im,26,5a9e659e00252a2225c8f058,,1530640830
224,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5a74ba9c00252a22002551a6,,1530640830
225,Mobile Safari,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,26,5a6b22d100252a221dcc2c93,,1530640830
226,IE,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,18,5a952c5900252a224f7a014d,google.ie,1530640830
227,Chrome Mobile,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,18,5a8422a000252a226f9f8170,carsireland.ie,1530640830
228,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,50,5ae3422300252a226f289972,,1530640830
229,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5a9d486800252a220f330b98,,1530640830
230,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a706eb600252a22574db279,,1530640830
231,Chrome Mobile,Mobile,United Kingdom,True,False,ciqwehb936dwp01qirwyhd0i3,im,21,5a96f0c300252a2269d4e15e,google.co.uk,1530640830
232,IE,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,15,5a4b758a00252a223bebf398,google.ie,1530640830
233,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,6,5ac356ea00252a2204837686,google.com,1530640830
234,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,37,5a81be9e00252a2226f9e759,,1530640830
235,IE,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,7,5ac610d500252a220eb6d3e4,google.ie,1530640830
236,Firefox,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,35,5aaa78f500252a225945068a,google.ie,1530640830
237,IE,Desktop,United Kingdom,False,False,ciqwehb936dwp01qirwyhd0i3,im,7,5ab28ca800252a2234a5cc29,bankofireland.com,1530640830
238,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a8a47f900252a2223fce16a,,1530640830
239,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,36,5ae5695e00252a22264cb523,,1530640830
240,Chrome Mobile,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,24,5acb53d800252a2260200d82,google.ie,1530640830
241,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5a65d72e00252a2259f7a285,,1530640830
242,Edge,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,13,5aa31d0f00252a223e2454fb,google.ie,1530640830
243,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,26,5a918dc200252a22441677eb,,1530640830
244,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,33,5a93278500252a221eea2303,,1530640830
245,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a6f7f4600252a2273036551,,1530640830
246,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,28,5a71cb9300252a2249cddbdb,,1530640830
247,Chrome Mobile,Mobile,United States,True,False,ciqwehb936dwp01qirwyhd0i3,im,4,5ab898bf00252a220fe2f373,google.ie,1530640830
248,IE,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,67,5acb69f200252a227f0e9d31,bankofireland.com,1530640830
249,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,75,5adc5ede00252a22586c15b7,,1530640830
250,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,27,5ae770ca00252a221dcbb2f6,,1530640830
251,Safari,Desktop,United Kingdom,False,False,ciqwehb936dwp01qirwyhd0i3,im,27,5a94287d00252a224d71ce59,google.co.uk,1530640830
252,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,38,5ae47f6300252a2257e59965,,1530640830
253,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,30,5a4bebb300252a22655a459b,,1530640830
254,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,22,5aa6b5da00252a2245575de2,,1530640830
255,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,30,5ae6c81d00252a22218f318f,,1530640830
256,Chrome,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,5,5a5ce89c00252a226bac7944,google.ie,1530640830
257,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,33,5ab4d6a500252a225f914f41,google.ie,1530640830
258,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a85147a00252a2276769426,,1530640830
259,Mobile Safari,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,20,5ab251b600252a2255e54302,google.ie,1530640830
260,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a6f589300252a221ccb3941,,1530640830
261,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a5fc86300252a2202887bae,,1530640830
262,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a8ca63400252a225a5d5521,,1530640830
263,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,21,5a5551ac00252a2219360f34,,1530640830
264,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,38,5ab0d77300252a22421c2523,google.ie,1530640830
265,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,18,5a8c392b00252a224fbf9a7e,,1530640830
266,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,74,5a539b1400252a224d1510f6,,1530640830
267,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,8,5aa97bce00252a2270fdf070,google.ie,1530640830
268,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,49,5a8b03ef00252a225c248934,google.ie,1530640830
269,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,39,5a6332a500252a225dece45c,,1530640830
270,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,53,5adf073500252a2227961cfa,googlesyndication.com,1530640830
271,Mobile Safari,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,17,5a4cc19b00252a221d589e68,,1530640830
272,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a4f896000252a223d629eca,,1530640830
273,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,29,5a6777c100252a226174eee1,google.ie,1530640830
274,Mobile Safari,Tablet,Ireland,False,False,cjawivamo545707qylvkasw8v,im,48,5a854c3700252a2267c587a7,yahoo.com,1530640830
275,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,44,5adcfb1c00252a220bb60197,,1530640830
276,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,79,5ada26b300252a22597c2d05,,1530640830
277,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,38,5ab1376500252a220c85bdb6,moneyguru24.com,1530640830
278,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,27,5a6cca3600252a2257b3944b,,1530640830
279,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5aa66c3300252a2265ec9a2a,,1530640830
280,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,22,5a5cceb400252a2263fb9be9,,1530640830
281,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,50,5aa8f0e600252a22645fcb1a,365online.com,1530640830
282,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,6,5a90174b00252a22539fc35c,google.ie,1530640830
283,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a61ceaf00252a2215ddfae3,,1530640830
284,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a9bf11900252a2273b39d19,,1530640830
285,Mobile Safari,Mobile,Ireland,True,False,cj5jtrt1okxt307pq291vszzx,im,45,5adf137c00252a220703207f,google.ie,1530640830
286,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,18,5a4d7bd000252a221ca599ff,,1530640830
287,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,4,5a6f654800252a220ce1167b,google.ie,1530640830
288,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5aa1337d00252a22320119bd,,1530640830
289,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,47,5adf8bd000252a227370444d,,1530640830
290,Facebook,Mobile,Ireland,True,False,cjawivamo545707qylvkasw8v,im,25,5ac4e40300252a224b600239,facebook.com,1530640830
291,Mobile Safari,Tablet,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,41,5a90550f00252a22229fb777,,1530640830
292,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,37,5a5603b100252a225a168c47,,1530640830
293,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a6c141800252a2239097319,,1530640830
294,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,19,5a991ec400252a2266675d4f,,1530640830
295,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5a5f22c400252a226046d3c7,,1530640830
296,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,21,5a70bda000252a22534843d9,,1530640830
297,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a950f6800252a221d4eab3e,,1530640830
298,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,12,5a6a4e4900252a22613d8ba5,,1530640830
299,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,23,5a53a50c00252a22376a9a46,,1530640830
300,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5a7cbf5b00252a224a673566,,1530640830
301,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,50,5acf9e1a00252a222349a75b,,1530640830
302,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a79932a00252a220bfabea8,,1530640830
303,Chrome,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,46,5acccd6400252a2269c5a2c8,365online.com,1530640830
304,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,50,5ad1d30300252a220fef14aa,,1530640830
305,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a68eeb300252a2208e22680,,1530640830
306,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,4,5ae33d9b00252a225025be3a,google.com,1530640830
307,Chrome,Desktop,United Kingdom,False,False,cj5sd7warvddy07oc8uiw6zlt,im,31,5aba01f300252a223b72f1a1,,1530640830
308,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,43,5a82dfad00252a2239acd277,android.googlequicksearchbox,1530640830
309,Chrome,Other,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,7,5a73174700252a2238e4cdd8,switchyourbank.ie,1530640830
310,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5a8d34f200252a223a92ea76,,1530640830
311,Firefox,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,39,5adf3e9300252a221fa3f65a,bankofireland.com,1530640830
312,Safari,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,20,5ae0805d00252a2266cc04e8,,1530640830
313,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,22,5ad886e000252a227cb35e5c,,1530640830
314,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,36,5ae30fb300252a2258280321,,1530640830
315,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5a525b9000252a221d19af84,,1530640830
316,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a4e587f00252a222557b42c,,1530640830
317,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,35,5ad9babd00252a226f7dd802,,1530640830
318,IE,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,10,5a7847c900252a223e929790,google.ie,1530640830
319,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,8,5a8fda9000252a2240c7081a,android.googlequicksearchbox,1530640830
320,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,23,5a9d3b2400252a22075a7862,,1530640830
321,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,22,5adc40c800252a2207a9dbdd,,1530640830
322,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,39,5ad8449e00252a2246834038,,1530640830
323,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,54,5ad1fb0c00252a225acc21cb,,1530640830
324,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,23,5a86d8d100252a2217aed6d3,,1530640830
325,Chrome Mobile,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,40,5a78877d00252a22715359ba,,1530640830
326,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,27,5ad9e4db00252a2223cf2c1d,,1530640830
327,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a548b1100252a2229091899,bankofireland.com,1530640830
328,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5a673dde00252a221479711d,,1530640830
329,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,19,5a54a4d800252a2205af12bd,,1530640830
330,Firefox,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,57,5a4fb38200252a222b0c3ca7,365online.com,1530640830
331,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5a8f0e6800252a223a343d4f,,1530640830
332,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a88dcc500252a22345e71c0,,1530640830
333,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,5,5a89edca00252a22026c3ac6,google.ie,1530640830
334,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a6f68c200252a2270d9ec36,,1530640830
335,IE,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,38,5ab0f6ea00252a226176cea8,google.ie,1530640830
336,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a5a753900252a2277b0b392,,1530640830
337,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,56,5a91369500252a22788555ab,,1530640830
338,Mobile Safari,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,18,5a93c1e800252a223861db8c,google.ie,1530640830
339,Mobile Safari UI/WKWebView,Mobile,Portugal,True,True,NO-ACTION,NO-ACTION,28,5a9d1a7800252a223e9a52b2,,1530640830
340,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,40,5a67085d00252a226f9cc19a,,1530640830
341,IE,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,35,5a84454300252a224bd27cfb,,1530640830
342,Chrome,Desktop,United Kingdom,False,False,ciqwehb936dwp01qirwyhd0i3,im,8,5a672b4300252a22442390b9,duckduckgo.com,1530640830
343,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a5a63c400252a222f59b671,,1530640830
344,Chrome Mobile,Mobile,Ireland,True,False,cj5jtrt1okxt307pq291vszzx,im,15,5adf45e100252a224b517cea,,1530640830
345,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,13,5aa03e3900252a225f3d59f8,,1530640830
346,Chrome Mobile,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,35,5a81db5300252a22382cde14,google.ie,1530640830
347,Chrome,Desktop,United Kingdom,False,False,cj5sd7warvddy07oc8uiw6zlt,im,29,5a57685000252a2209315e6a,,1530640830
348,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,27,5a71283400252a2222b869d5,,1530640830
349,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,30,5ad2408400252a22311e8136,,1530640830
350,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a587b3600252a224cb50efb,,1530640830
351,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,25,5ae708ee00252a225977560a,,1530640830
352,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,20,5a60cbed00252a22418ca1a6,google.ie,1530640830
353,Chrome Mobile,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,32,5a74503200252a225af56d12,android.gm,1530640830
354,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5a9db15600252a225c7a3611,,1530640830
355,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a77bc3000252a221ce63351,,1530640830
356,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a92b54800252a226417da6d,,1530640830
357,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a5a2c8400252a2204d166fb,,1530640830
358,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,29,5a51f89b00252a226da24b50,,1530640830
359,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,21,5ae0618d00252a2239f3caaa,,1530640830
360,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,31,5a785b3700252a2259690ae0,,1530640830
361,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,8,5aac11fd00252a220de37f72,google.ie,1530640830
362,Chrome,Desktop,Ireland,False,False,cjawivamo545707qylvkasw8v,im,62,5ac76c6100252a224a51eb0b,365online.com,1530640830
363,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,19,5a9c688600252a22358be4ac,,1530640830
364,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,57,5adf2a0500252a22437a100a,,1530640830
365,Chrome Mobile,Mobile,United Kingdom,True,False,cjawivamo545707qylvkasw8v,im,13,5a9fc03b00252a222bd3eed2,google.co.uk,1530640830
366,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,8,5aa162b900252a226efe9240,google.ie,1530640830
367,Safari,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,8,5a8ae89300252a2234a8c4ce,google.ie,1530640830
368,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,25,5ae5b3bd00252a224b5b7295,,1530640830
369,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,23,5a8ff59900252a2258997535,,1530640830
370,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,27,5a7ca53900252a2235ccf820,google.ie,1530640830
371,Chrome Mobile,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,34,5a83093600252a2201761ed5,android.gm,1530640830
372,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,18,5a70287900252a222e410872,,1530640830
373,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,39,5ad6344300252a220fe9c4d4,,1530640830
374,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a84422b00252a224a8a8009,,1530640830
375,Firefox,Desktop,Ireland,False,False,cjawivamo545707qylvkasw8v,im,26,5aa91f5900252a22165b52e2,google.ie,1530640830
376,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,14,5ab52bc300252a220b8f516e,365online.com,1530640830
377,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,5,5a4b72e600252a2269b048e4,google.ie,1530640830
378,Samsung Internet,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,4,5aa2e4c100252a222aa849f6,google.ie,1530640830
379,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,27,5a5d422a00252a225801c85c,,1530640830
380,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,19,5a9c749a00252a227dee8962,,1530640830
381,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,29,5ae19de000252a22059fc0d6,google.ie,1530640830
382,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a6a505c00252a222a7778a2,,1530640830
383,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5a663cb500252a2250a35fc4,,1530640830
384,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a67873800252a22663d3a5e,,1530640830
385,Mobile Safari,Tablet,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,14,5a72375f00252a227c162fda,,1530640830
386,Mobile Safari,Mobile,Ireland,True,False,cjawivamo545707qylvkasw8v,im,37,5aaba01900252a22793cdd63,google.ie,1530640830
387,Mobile Safari,Mobile,United Kingdom,True,False,ciqwehb936dwp01qirwyhd0i3,im,19,5a51519c00252a22089d2bbf,google.co.uk,1530640830
388,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,35,5a6f75b300252a2272603627,,1530640830
389,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,28,5a7497eb00252a223badcd72,,1530640830
390,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,27,5ad07e7000252a2227dbbf34,,1530640830
391,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,5,5a85575e00252a2203e2b8df,google.ie,1530640830
392,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5aa3b5fb00252a223ea59db7,,1530640830
393,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,32,5a86027200252a2270bd7f59,,1530640830
394,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a72b1bd00252a224f50979a,,1530640830
395,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a82244100252a22337a5471,,1530640830
396,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,24,5a69c5e600252a220dcc1115,,1530640830
